unix Timestamp,ACC X,Light
1.6809E+12,-1.0581917,3
1.6809E+12,-1.0581917,3
1.6809E+12,-1.0127038,3
1.6809E+12,-1.0246743,3
1.6809E+12,-1.0629798,3
1.6809E+12,-1.0964973,3
1.6809E+12,-1.1228323,3
1.6809E+12,-1.1371969,3
1.6809E+12,-1.0701622,3
1.6809E+12,-0.7565352,3
1.6809E+12,-0.6104952,3
1.6809E+12,-0.51712537,3
1.6809E+12,-0.46445516,3
1.6809E+12,-0.46924335,3
1.6809E+12,-0.49079025,3
1.6809E+12,-0.49079025,3
1.6809E+12,-0.49079025,3
1.6809E+12,-0.28010955,3
1.6809E+12,-0.1819515,3
1.6809E+12,-0.1819515,3
1.6809E+12,-0.09576395,3
1.6809E+12,-0.045487873,3
1.6809E+12,-0.026335087,3
1.6809E+12,-0.026335087,3
1.6809E+12,-0.016758692,3
1.6809E+12,0.016758692,3
1.6809E+12,0.10773444,2
1.6809E+12,0.10773444,2
1.6809E+12,0.23222758,2
1.6809E+12,0.52670175,2
1.6809E+12,0.6368303,2
1.6809E+12,0.6368303,2
1.6809E+12,0.7014709,2
1.6809E+12,0.74935293,2
1.6809E+12,0.7972349,2
1.6809E+12,0.85469323,2
1.6809E+12,0.9169398,2
1.6809E+12,1.091709,2
1.6809E+12,1.091709,2
1.6809E+12,1.1659261,2
1.6809E+12,1.1994435,2
1.6809E+12,1.2209904,2
1.6809E+12,1.2473255,2
1.6809E+12,1.2473255,2
1.6809E+12,1.3191484,2
1.6809E+12,1.3646363,2
1.6809E+12,1.4627944,2
1.6809E+12,1.5465877,2
1.6809E+12,1.5465877,2
1.6809E+12,1.6160166,2
1.6809E+12,1.6567163,2
1.6809E+12,1.6758691,2
1.6809E+12,1.6950219,2
1.6809E+12,1.7429038,2
1.6809E+12,1.7429038,2
1.6809E+12,1.817121,2
1.6809E+12,1.915279,2
1.6809E+12,2.03259,2
1.6809E+12,2.1283538,2
1.6809E+12,2.1283538,2
1.6809E+12,2.183418,2
1.6809E+12,2.2001767,2
1.6809E+12,2.181024,2
1.6809E+12,2.1427186,2
1.6809E+12,2.1283538,2
1.6809E+12,2.159477,2
1.6809E+12,2.159477,2
1.6809E+12,2.1906002,2
1.6809E+12,2.2313,2
1.6809E+12,2.2313,2
1.6809E+12,2.257635,2
1.6809E+12,2.255241,2
1.6809E+12,2.2504528,2
1.6809E+12,2.2480588,2
1.6809E+12,2.2672114,2
1.6809E+12,2.2672114,2
1.6809E+12,2.3198817,2
1.6809E+12,2.4060693,2
1.6809E+12,2.499439,2
1.6809E+12,2.5736563,2
1.6809E+12,2.6095676,2
1.6809E+12,2.5856268,2
1.6809E+12,2.5377448,2
1.6809E+12,2.47071,2
1.6809E+12,2.4036753,2
1.6809E+12,2.4036753,2
1.6809E+12,2.3821282,2
1.6809E+12,2.3940988,2
1.6809E+12,2.4132514,2
1.6809E+12,2.4180398,2
1.6809E+12,2.4180398,2
1.6809E+12,2.3222756,2
1.6809E+12,2.2384822,2
1.6809E+12,2.2384822,2
1.6809E+12,2.1762357,2
1.6809E+12,2.106807,2
1.6809E+12,2.106807,2
1.6809E+12,2.0158312,2
1.6809E+12,2.0158312,2
1.6809E+12,1.915279,2
1.6809E+12,1.915279,2
1.6809E+12,1.8554265,2
1.6809E+12,1.79318,2
1.6809E+12,1.745298,2
1.6809E+12,1.7069924,2
1.6809E+12,1.7069924,2
1.6809E+12,1.7069924,2
1.6809E+12,1.6830513,2
1.6809E+12,1.7093865,2
1.6809E+12,1.7165687,2
1.6809E+12,1.7165687,2
1.6809E+12,1.7022042,2
1.6809E+12,1.6662928,2
1.6809E+12,1.6662928,2
1.6809E+12,1.5322232,2
1.6809E+12,1.5322232,2
1.6809E+12,1.4508239,2
1.6809E+12,1.4508239,2
1.6809E+12,1.4508239,2
1.6809E+12,1.4651884,2
1.6809E+12,1.4627944,2
1.6809E+12,1.4364593,2
1.6809E+12,1.3837892,2
1.6809E+12,1.3239366,2
1.6809E+12,1.3239366,2
1.6809E+12,1.237749,2
1.6809E+12,1.163532,2
1.6809E+12,1.1060736,2
1.6809E+12,1.0773444,2
1.6809E+12,1.0534035,2
1.6809E+12,1.0486152,2
1.6809E+12,1.0174919,2
1.6809E+12,1.0174919,2
1.6809E+12,0.97200406,2
1.6809E+12,0.91933393,2
1.6809E+12,0.88342243,2
1.6809E+12,0.88342243,2
1.6809E+12,0.8355404,2
1.6809E+12,0.80920535,2
1.6809E+12,0.799629,2
1.6809E+12,0.8044172,2
1.6809E+12,0.8044172,2
1.6809E+12,0.7924467,2
1.6809E+12,0.7661116,2
1.6809E+12,0.70386505,2
1.6809E+12,0.6009188,2
1.6809E+12,0.6009188,2
1.6809E+12,0.48600203,2
1.6809E+12,0.363903,2
1.6809E+12,0.09097575,2
1.6809E+12,0.28968593,2
1.6809E+12,-0.2082866,2
1.6809E+12,0.21307479,2
1.6809E+12,0.35672072,2
1.6809E+12,-0.10055215,2
1.6809E+12,0.68471223,2
1.6809E+12,0.3902381,2
1.6809E+12,0.21786298,2
1.6809E+12,0.21786298,2
1.6809E+12,-0.4141791,2
1.6809E+12,-1.0342507,2
1.6809E+12,-1.79318,2
1.6809E+12,-0.35193253,2
1.6809E+12,0.5769778,2
1.6809E+12,0.5769778,2
1.6809E+12,1.9990726,2
1.6809E+12,3.44032,2
1.6809E+12,2.3557932,2
1.6809E+12,1.6806574,2
1.6809E+12,1.6806574,2
1.6809E+12,-0.9576395,2
1.6809E+12,-2.5832324,2
1.6809E+12,-2.9615002,2
1.6809E+12,0.533884,2
1.6809E+12,0.533884,2
1.6809E+12,2.8441892,2
1.6809E+12,5.3699636,2
1.6809E+12,5.5662794,2
1.6809E+12,3.8736517,2
1.6809E+12,3.8736517,2
1.6809E+12,1.0557975,2
1.6809E+12,-2.228906,2
1.6809E+12,-3.5672073,2
1.6809E+12,-3.2847035,2
1.6809E+12,-0.6464067,2
1.6809E+12,2.5784442,2
1.6809E+12,5.04676,2
1.6809E+12,5.04676,2
1.6809E+12,5.812872,2
1.6809E+12,4.2495255,2
1.6809E+12,1.6279871,2
1.6809E+12,-1.3023897,2
1.6809E+12,-2.8178542,2
1.6809E+12,-2.8178542,2
1.6809E+12,-2.664632,2
1.6809E+12,-0.9360926,2
1.6809E+12,1.259296,2
1.6809E+12,2.8082778,2
1.6809E+12,2.9950175,2
1.6809E+12,1.817121,2
1.6809E+12,0.083793454,2
1.6809E+12,-1.3790009,2
1.6809E+12,-1.3790009,2
1.6809E+12,-1.7381158,2
1.6809E+12,-0.97200406,2
1.6809E+12,0.41896728,2
1.6809E+12,1.6519281,2
1.6809E+12,2.0469544,2
1.6809E+12,2.0469544,2
1.6809E+12,1.4939176,2
1.6809E+12,0.30165642,2
1.6809E+12,-0.8690579,2
1.6809E+12,-1.4268829,2
1.6809E+12,-1.4268829,2
1.6809E+12,-0.24659218,2
1.6809E+12,-0.24659218,2
1.6809E+12,1.5106763,2
1.6809E+12,1.5106763,2
1.6809E+12,1.551376,2
1.6809E+12,1.0150979,2
1.6809E+12,-0.44530237,2
1.6809E+12,-0.44530237,2
1.6809E+12,-0.6464067,2
1.6809E+12,-0.3327797,2
1.6809E+12,-0.3327797,2
1.6809E+12,0.25856268,2
1.6809E+12,0.8427228,2
1.6809E+12,1.11565,2
1.6809E+12,1.0007333,2
1.6809E+12,0.59613055,2
1.6809E+12,0.09336985,2
1.6809E+12,-0.22025707,2
1.6809E+12,-0.29208007,2
1.6809E+12,-0.11491674,2
1.6809E+12,0.16519281,2
1.6809E+12,0.4022086,2
1.6809E+12,0.48839617,2
1.6809E+12,0.40460268,2
1.6809E+12,0.40460268,2
1.6809E+12,0.24419808,2
1.6809E+12,0.12928134,2
1.6809E+12,0.11970494,2
1.6809E+12,0.11970494,2
1.6809E+12,0.3830558,2
1.6809E+12,0.48600203,2
1.6809E+12,0.49797252,2
1.6809E+12,0.49797252,2
1.6809E+12,0.39502627,2
1.6809E+12,0.27771547,2
1.6809E+12,0.1987102,2
1.6809E+12,0.22743937,2
1.6809E+12,0.35911483,2
1.6809E+12,0.5410663,2
1.6809E+12,0.7325942,2
1.6809E+12,0.8714519,2
1.6809E+12,0.8714519,2
1.6809E+12,0.9624277,2
1.6809E+12,0.97679234,2
1.6809E+12,0.9983392,2
1.6809E+12,0.99594504,2
1.6809E+12,0.99594504,2
1.6809E+12,0.9672159,2
1.6809E+12,0.88342243,2
1.6809E+12,0.88342243,2
1.6809E+12,0.8163877,2
1.6809E+12,0.7613234,2
1.6809E+12,0.73498833,2
1.6809E+12,0.70386505,2
1.6809E+12,0.70386505,2
1.6809E+12,0.6871063,2
1.6809E+12,0.6440126,2
1.6809E+12,0.5985247,2
1.6809E+12,0.51951945,2
1.6809E+12,0.43093777,2
1.6809E+12,0.32320336,2
1.6809E+12,0.25138038,2
1.6809E+12,0.1891338,2
1.6809E+12,0.1891338,2
1.6809E+12,0.16519281,2
1.6809E+12,0.14604004,2
1.6809E+12,0.09815805,2
1.6809E+12,0.07182296,2
1.6809E+12,0.06464067,2
1.6809E+12,0.083793454,2
1.6809E+12,0.083793454,2
1.6809E+12,0.083793454,2
1.6809E+12,0.22025707,2
1.6809E+12,0.26335087,2
1.6809E+12,0.27532133,2
1.6809E+12,0.1987102,2
1.6809E+12,0.10055215,2
1.6809E+12,0.014364593,2
1.6809E+12,0.047881976,2
1.6809E+12,0.1843456,2
1.6809E+12,0.3782676,2
1.6809E+12,0.3782676,2
1.6809E+12,0.6631654,2
1.6809E+12,0.6631654,2
1.6809E+12,0.39502627,2
1.6809E+12,0.39502627,2
1.6809E+12,0.16040461,2
1.6809E+12,-0.033517383,2
1.6809E+12,-0.08618756,2
1.6809E+12,0.004788197,2
1.6809E+12,0.004788197,2
1.6809E+12,0.45966697,2
1.6809E+12,0.5769778,2
1.6809E+12,0.5458545,2
1.6809E+12,0.3758735,2
1.6809E+12,0.3758735,2
1.6809E+12,0.14843413,2
1.6809E+12,0.026335087,2
1.6809E+12,0.06942887,2
1.6809E+12,0.26335087,2
1.6809E+12,0.55543095,2
1.6809E+12,0.55543095,2
1.6809E+12,0.799629,2
1.6809E+12,0.9145458,2
1.6809E+12,0.83793455,2
1.6809E+12,0.6344362,2
1.6809E+12,0.6344362,2
1.6809E+12,0.45009056,2
1.6809E+12,0.363903,2
1.6809E+12,0.363903,2
1.6809E+12,0.43333188,2
1.6809E+12,0.6559831,2
1.6809E+12,0.93130445,2
1.6809E+12,1.1755025,2
1.6809E+12,1.26169,2
1.6809E+12,1.26169,2
1.6809E+12,1.2305667,2
1.6809E+12,1.1276205,2
1.6809E+12,1.0150979,2
1.6809E+12,0.9648218,2
1.6809E+12,1.0270684,2
1.6809E+12,1.0270684,2
1.6809E+12,1.163532,2
1.6809E+12,1.3502717,2
1.6809E+12,1.4627944,2
1.6809E+12,1.527435,2
1.6809E+12,1.527435,2
1.6809E+12,1.4987059,2
1.6809E+12,1.4436415,2
1.6809E+12,1.4220946,2
1.6809E+12,1.5202527,2
1.6809E+12,1.5202527,2
1.6809E+12,1.6662928,2
1.6809E+12,1.6662928,2
1.6809E+12,1.6208049,2
1.6809E+12,1.5346173,2
1.6809E+12,1.4436415,2
1.6809E+12,1.3885772,2
1.6809E+12,1.4340651,2
1.6809E+12,1.4340651,2
1.6809E+12,1.5609524,2
1.6809E+12,1.6806574,2
1.6809E+12,1.7524803,2
1.6809E+12,1.7620566,2
1.6809E+12,1.6926279,2
1.6809E+12,1.5848933,2
1.6809E+12,1.4963118,2
1.6809E+12,1.4939176,2
1.6809E+12,1.5633465,2
1.6809E+12,1.6543223,2
1.6809E+12,1.6543223,2
1.6809E+12,1.7644508,2
1.6809E+12,1.8266973,2
1.6809E+12,1.8147268,2
1.6809E+12,1.8147268,2
1.6809E+12,1.7429038,2
1.6809E+12,1.7429038,2
1.6809E+12,1.7429038,2
1.6809E+12,1.7429038,2
1.6809E+12,1.4244888,2
1.6809E+12,1.4244888,2
1.6809E+12,1.4340651,2
1.6809E+12,1.455612,2
1.6809E+12,1.4580061,2
1.6809E+12,1.4077301,2
1.6809E+12,1.4077301,2
1.6809E+12,1.3454835,2
1.6809E+12,1.0318565,2
1.6809E+12,0.9360926,2
1.6809E+12,0.8786343,2
1.6809E+12,0.8283582,2
1.6809E+12,0.8283582,2
1.6809E+12,0.8139936,2
1.6809E+12,0.80202305,2
1.6809E+12,0.7589293,2
1.6809E+12,0.7589293,2
1.6809E+12,0.7302001,2
1.6809E+12,0.7158355,2
1.6809E+12,0.7565352,2
1.6809E+12,0.7565352,2
1.6809E+12,0.8427228,2
1.6809E+12,0.9265162,2
1.6809E+12,1.0941031,2
1.6809E+12,1.0941031,2
1.6809E+12,1.1252264,2
1.6809E+12,1.0893148,2
1.6809E+12,1.0174919,2
1.6809E+12,0.96961,2
1.6809E+12,0.96961,2
1.6809E+12,0.99594504,2
1.6809E+12,1.0103097,2
1.6809E+12,1.0222802,2
1.6809E+12,1.0462211,2
1.6809E+12,1.0174919,2
1.6809E+12,0.97679234,2
1.6809E+12,0.89539295,2
1.6809E+12,0.8427228,2
1.6809E+12,0.8427228,2
1.6809E+12,0.7637175,2
1.6809E+12,0.6942886,2
1.6809E+12,0.6583771,2
1.6809E+12,0.63204205,2
1.6809E+12,0.47881976,2
1.6809E+12,0.40939087,2
1.6809E+12,0.40939087,2
1.6809E+12,0.35432664,2
1.6809E+12,0.34475023,2
1.6809E+12,0.3327797,2
1.6809E+12,0.35193253,2
1.6809E+12,0.35193253,2
1.6809E+12,0.29447415,2
1.6809E+12,0.26335087,2
1.6809E+12,0.26335087,2
1.6809E+12,0.21307479,2
1.6809E+12,0.1915279,2
1.6809E+12,0.25616857,2
1.6809E+12,0.31362695,2
1.6809E+12,0.31362695,2
1.6809E+12,0.34953842,2
1.6809E+12,0.3471443,2
1.6809E+12,0.29926234,2
1.6809E+12,0.22983348,2
1.6809E+12,0.15322231,2
1.6809E+12,0.15322231,2
1.6809E+12,0.076611154,2
1.6809E+12,0.023940988,2
1.6809E+12,-0.004788197,2
1.6809E+12,-0.004788197,2
1.6809E+12,-0.033517383,2
1.6809E+12,-0.050276075,2
1.6809E+12,-0.06464067,2
1.6809E+12,-0.09576395,2
1.6809E+12,-0.11491674,2
1.6809E+12,-0.16279872,2
1.6809E+12,-0.2034984,2
1.6809E+12,-0.2034984,2
1.6809E+12,-0.26574495,2
1.6809E+12,-0.31602103,2
1.6809E+12,-0.32559744,2
1.6809E+12,-0.32559744,2
1.6809E+12,-0.29926234,2
1.6809E+12,-0.23940988,2
1.6809E+12,-0.2106807,2
1.6809E+12,-0.1843456,2
1.6809E+12,-0.1987102,2
1.6809E+12,-0.1987102,2
1.6809E+12,-0.25377446,2
1.6809E+12,-0.31123284,2
1.6809E+12,-0.33756793,2
1.6809E+12,-0.33756793,2
1.6809E+12,-0.33517382,2
1.6809E+12,-0.31123284,2
1.6809E+12,-0.23462167,2
1.6809E+12,-0.23462167,2
1.6809E+12,-0.1891338,2
1.6809E+12,-0.14364593,2
1.6809E+12,-0.11970494,2
1.6809E+12,-0.12928134,2
1.6809E+12,-0.16998102,2
1.6809E+12,-0.2058925,2
1.6809E+12,-0.27053314,2
1.6809E+12,-0.27053314,2
1.6809E+12,-0.33756793,2
1.6809E+12,-0.37108532,2
1.6809E+12,-0.37108532,2
1.6809E+12,-0.37108532,2
1.6809E+12,-0.26335087,2
1.6809E+12,-0.16040461,2
1.6809E+12,-0.04069968,2
1.6809E+12,0.05745837,2
1.6809E+12,0.09336985,2
1.6809E+12,0.074217066,2
1.6809E+12,0.074217066,2
1.6809E+12,0.011970494,2
1.6809E+12,0.023940988,2
1.6809E+12,0.023940988,2
1.6809E+12,0.08858166,2
1.6809E+12,0.16519281,2
1.6809E+12,0.26574495,2
1.6809E+12,0.31602103,2
1.6809E+12,0.31602103,2
1.6809E+12,0.33996204,2
1.6809E+12,0.3615089,2
1.6809E+12,0.3926322,2
1.6809E+12,0.3926322,2
1.6809E+12,0.43812007,2
1.6809E+12,0.49318436,2
1.6809E+12,0.51233715,2
1.6809E+12,0.51233715,2
1.6809E+12,0.50515485,2
1.6809E+12,0.44769648,2
1.6809E+12,0.3662971,2
1.6809E+12,0.3686912,2
1.6809E+12,0.3686912,2
1.6809E+12,0.44051415,2
1.6809E+12,0.56740135,2
1.6809E+12,0.6918946,2
1.6809E+12,0.77089983,2
1.6809E+12,0.77089983,2
1.6809E+12,0.7828703,2
1.6809E+12,0.7158355,2
1.6809E+12,0.6272539,2
